"unixtime","temp","oxy","disc"
1662873001,17.91,8.8865,0.149499
1662873601,17.91,8.884,0.150334
1662874201,17.91,8.8835,0.149865
1662874801,17.91,8.8825,0.149604
1662875401,17.91,8.8805,0.149983
1662876001,17.91,8.8795,0.149266
1662876601,17.9075,8.882,0.149413
1662877201,17.91,8.8815,0.148533
1662877801,17.91,8.8785,0.1495
1662878401,17.91,8.882,0.147709
1662879001,17.91,8.8775,0.147358
1662879601,17.91,8.88,0.147538
1662880201,17.91,8.878,0.147239
1662880801,17.91,8.877,0.147749
1662881401,17.91,8.881,0.147348
1662882001,17.91,8.878,0.14713
1662882601,17.9075,8.8745,0.146814
1662883201,17.905,8.8765,0.147183
1662883801,17.9025,8.8785,0.146503
1662884401,17.9025,8.881,0.145842
1662885001,17.9,8.8805,0.145521
1662885601,17.9025,8.8785,0.145835
1662886201,17.9,8.8795,0.145452
1662886801,17.9,8.877,0.145032
1662887401,17.9,8.8785,0.144452
1662888001,17.9,8.8785,0.144761
1662888601,17.9,8.88,0.143586
1662889201,17.895,8.883,0.143534
1662889801,17.89,8.8835,0.143693
1662890401,17.8925,8.8835,0.143059
1662891001,17.89,8.8845,0.142566
1662891601,17.8875,8.884,0.142692
1662892201,17.885,8.8845,0.14265
1662892801,17.8825,8.886,0.142143
1662893401,17.88,8.889,0.142651
1662894001,17.875,8.8905,0.141452
1662894601,17.87,8.8925,0.141622
1662895201,17.865,8.8935,0.140764
1662895801,17.86,8.896,0.140546
1662896401,17.86,8.899,0.14091
1662897001,17.85,8.8995,0.140302
1662897601,17.8475,8.9025,0.140713
1662898201,17.84,8.904,0.13949
1662898801,17.8375,8.902,0.139529
1662899401,17.8325,8.905,0.139428
1662900001,17.8325,8.9065,0.138533
1662900601,17.83,8.9045,0.138441
1662901201,17.8275,8.9045,0.138193
1662901801,17.825,8.906,0.137985
1662902401,17.825,8.905,0.138085
1662903001,17.8275,8.906,0.13773
1662903601,17.8325,8.9085,0.137768
1662904201,17.84,8.9065,0.137499
1662904801,17.8525,8.905,0.137493
1662905401,17.86,8.903,0.136971
1662906001,17.865,8.9015,0.138276
1662906601,17.8725,8.906,0.138167
1662907201,17.8825,8.908,0.138108
1662907801,17.8975,8.905,0.137211
1662908401,17.9125,8.9,0.137349
1662909001,17.92,8.897,0.1377
1662909601,17.9275,8.8965,0.136628
1662910201,17.94,8.8995,0.136749
1662910801,17.96,8.895,0.136914
1662911401,17.98,8.892,0.136516
1662912001,18.0075,8.8895,0.137456
1662912601,18.0375,8.879,0.136978
1662913201,18.065,8.875,0.136887
1662913801,18.0825,8.8585,0.136622
1662914401,18.095,8.8555,0.137254
1662915001,18.1025,8.8615,0.137527
1662915601,18.1225,8.866,0.1376
1662916201,18.155,8.8565,0.137622
1662916801,18.1925,8.8435,0.137839
1662917401,18.22,8.84,0.136917
1662918001,18.245,8.834,0.137001
1662918601,18.285,8.8225,0.137262
1662919201,18.325,8.816,0.136389
1662919801,18.36,8.809,0.136568
1662920401,18.3875,8.7925,0.136566
1662921001,18.4025,8.79,0.136398
1662921601,18.4075,8.7905,0.135999
1662922201,18.425,8.7865,0.136174
1662922801,18.445,8.781,0.1357
1662923401,18.47,8.773,0.134878
1662924001,18.495,8.7665,0.135362
1662924601,18.5075,8.7605,0.134739
1662925201,18.515,8.7575,0.134283
1662925801,18.525,8.7545,0.134001
1662926401,18.535,8.749,0.133989
1662927001,18.5525,8.7465,0.133875
1662927601,18.565,8.7385,0.13384
1662928201,18.575,8.737,0.133864
1662928801,18.5825,8.732,0.132865
1662929401,18.59,8.732,0.132768
1662930001,18.6025,8.7315,0.132667
1662930601,18.615,8.7275,0.132531
1662931201,18.6275,8.7235,0.132034
1662931801,18.635,8.719,0.131981
1662932401,18.64,8.71,0.132046
1662933001,18.645,8.7045,0.130967
1662933601,18.645,8.705,0.131118
1662934201,18.6375,8.705,0.130502
1662934801,18.635,8.705,0.130106
1662935401,18.6275,8.705,0.130092
1662936001,18.6225,8.706,0.129039
1662936601,18.62,8.7085,0.129031
1662937201,18.6125,8.709,0.128815
1662937801,18.61,8.71,0.128617
1662938401,18.6,8.7095,0.127831
1662939001,18.595,8.709,0.127917
1662939601,18.5875,8.713,0.126985
1662940201,18.58,8.7155,0.126757
1662940801,18.5725,8.717,0.126846
1662941401,18.565,8.7195,0.126127
1662942001,18.56,8.7225,0.125751
1662942601,18.55,8.725,0.126475
1662943201,18.5475,8.723,0.128036
1662943801,18.54,8.7245,0.128366
1662944401,18.5375,8.7225,0.127833
1662945001,18.53,8.725,0.127643
1662945601,18.5225,8.727,0.128201
1662946201,18.515,8.732,0.127263
1662946801,18.51,8.7355,0.130284
1662947401,18.505,8.736,0.130513
1662948001,18.5025,8.739,0.132695
1662948601,18.495,8.743,0.136268
1662949201,18.495,8.7445,0.139643
1662949801,18.49,8.744,0.144661
1662950401,18.4875,8.745,0.149109
1662951001,18.48,8.7455,0.149623
1662951601,18.4775,8.7435,0.148526
1662952201,18.47,8.7475,0.150477
1662952801,18.4625,8.751,0.151379
1662953401,18.455,8.752,0.151903
1662954001,18.45,8.752,0.151687
1662954601,18.4425,8.7535,0.152032
1662955201,18.44,8.753,0.152754
1662955801,18.43,8.754,0.153866
1662956401,18.425,8.751,0.154649
1662957001,18.42,8.7525,0.154026
1662957601,18.4125,8.7555,0.155523
1662958201,18.41,8.7575,0.154852
1662958801,18.4025,8.7575,0.153347
1662959401,18.4,8.76,0.154662
1662960001,18.3925,8.755,0.157456
1662960601,18.39,8.749,0.156003
1662961201,18.385,8.746,0.156658
1662961801,18.375,8.7445,0.157157
1662962401,18.37,8.746,0.157243
1662963001,18.365,8.754,0.156982
1662963601,18.3575,8.7545,0.155158
1662964201,18.3525,8.7545,0.154917
1662964801,18.3475,8.757,0.153827
1662965401,18.3425,8.7625,0.152509
1662966001,18.3375,8.7605,0.153838
1662966601,18.3275,8.7615,0.153311
1662967201,18.3225,8.7625,0.153452
1662967801,18.3175,8.764,0.153499
1662968401,18.31,8.7645,0.153646
1662969001,18.305,8.761,0.153085
1662969601,18.3025,8.766,0.153412
1662970201,18.2925,8.768,0.151939
1662970801,18.29,8.77,0.150566
1662971401,18.2825,8.7695,0.152248
1662972001,18.28,8.7665,0.152312
1662972601,18.2775,8.767,0.152564
1662973201,18.2725,8.7655,0.151116
1662973801,18.2675,8.765,0.152806
1662974401,18.2625,8.7655,0.152113
1662975001,18.2575,8.7685,0.152351
1662975601,18.2525,8.7705,0.153196
1662976201,18.245,8.7685,0.154237
1662976801,18.24,8.765,0.154713
1662977401,18.235,8.765,0.156331
1662978001,18.225,8.763,0.156725
1662978601,18.225,8.7605,0.157086
1662979201,18.215,8.7625,0.158513
1662979801,18.2125,8.765,0.160095
1662980401,18.2075,8.7655,0.159434
1662981001,18.2,8.766,0.159995
1662981601,18.1975,8.769,0.15911
1662982201,18.19,8.771,0.159907
1662982801,18.19,8.772,0.161485
1662983401,18.18,8.7765,0.161839
1662984001,18.18,8.7825,0.161889
1662984601,18.175,8.782,0.16312
1662985201,18.175,8.789,0.163661
1662985801,18.175,8.789,0.164182
1662986401,18.175,8.7855,0.164514
1662987001,18.1775,8.7805,0.1646
1662987601,18.1775,8.777,0.164549
1662988201,18.175,8.7855,0.163709
1662988801,18.1825,8.787,0.163191
1662989401,18.185,8.785,0.163815
1662990001,18.185,8.7855,0.16215
1662990601,18.1875,8.7845,0.162212
1662991201,18.195,8.7875,0.162392
1662991801,18.195,8.7815,0.16178
1662992401,18.1975,8.781,0.161589
1662993001,18.2025,8.791,0.16107
1662993601,18.215,8.7855,0.160424
1662994201,18.225,8.7835,0.160177
1662994801,18.23,8.788,0.160213
1662995401,18.2325,8.788,0.160675
1662996001,18.24,8.7855,0.16066
1662996601,18.255,8.784,0.161345
1662997201,18.2775,8.7805,0.16178
1662997801,18.295,8.771,0.160225
1662998401,18.3025,8.7625,0.160733
1662999001,18.305,8.7735,0.160935
1662999601,18.3025,8.776,0.161797
1663000201,18.3125,8.7745,0.160517
1663000801,18.33,8.772,0.161312
1663001401,18.34,8.7705,0.160421
1663002001,18.355,8.765,0.160814
1663002601,18.38,8.7625,0.161303
1663003201,18.41,8.7545,0.161038
1663003801,18.45,8.743,0.161079
1663004401,18.48,8.736,0.159524
1663005001,18.4825,8.732,0.160142
1663005601,18.4725,8.733,0.158846
1663006201,18.4575,8.733,0.159095
1663006801,18.4475,8.741,0.158374
1663007401,18.4375,8.7495,0.157989
1663008001,18.435,8.752,0.15695
1663008601,18.4375,8.7485,0.157274
1663009201,18.44,8.7415,0.157384
1663009801,18.4375,8.7465,0.156662
1663010401,18.43,8.7445,0.156558
1663011001,18.4275,8.7445,0.156713
1663011601,18.425,8.743,0.157636
1663012201,18.425,8.7385,0.157143
1663012801,18.4325,8.736,0.15725
1663013401,18.4325,8.733,0.156022
1663014001,18.43,8.7325,0.157323
1663014601,18.43,8.734,0.157124
1663015201,18.43,8.7295,0.156806
1663015801,18.42,8.7305,0.155279
1663016401,18.41,8.734,0.155525
1663017001,18.405,8.7335,0.154859
1663017601,18.3925,8.7345,0.154792
1663018201,18.3875,8.7385,0.154319
1663018801,18.3775,8.7405,0.154672
1663019401,18.365,8.7385,0.153618
1663020001,18.355,8.7475,0.153336
1663020601,18.345,8.753,0.153394
1663021201,18.3375,8.75,0.153072
1663021801,18.3325,8.751,0.152068
1663022401,18.325,8.752,0.152317
1663023001,18.315,8.752,0.152
1663023601,18.3025,8.756,0.152241
1663024201,18.2925,8.762,0.151907
1663024801,18.2825,8.7635,0.151251
1663025401,18.27,8.769,0.151061
1663026001,18.25,8.771,0.150494
1663026601,18.235,8.7785,0.15034
1663027201,18.2125,8.7825,0.150268
1663027801,18.19,8.787,0.14958
1663028401,18.1625,8.794,0.148764
1663029001,18.1375,8.799,0.149483
1663029601,18.1125,8.8045,0.148495
1663030201,18.085,8.812,0.147396
1663030801,18.06,8.8175,0.147134
1663031401,18.0325,8.828,0.145979
1663032001,18.0025,8.8335,0.146675
1663032601,17.9775,8.8395,0.146206
1663033201,17.9475,8.846,0.145788
1663033801,17.9175,8.853,0.145546
1663034401,17.89,8.86,0.145046
1663035001,17.8625,8.8655,0.143932
1663035601,17.8325,8.869,0.144423
1663036201,17.805,8.881,0.143575
1663036801,17.775,8.886,0.143122
1663037401,17.745,8.889,0.142719
1663038001,17.7225,8.8945,0.141897
1663038601,17.6925,8.898,0.142254
1663039201,17.6675,8.904,0.141254
1663039801,17.64,8.909,0.141682
1663040401,17.6125,8.9155,0.140801
1663041001,17.585,8.919,0.140145
1663041601,17.555,8.9255,0.139806
1663042201,17.52,8.9325,0.138966
1663042801,17.49,8.9375,0.138314
1663043401,17.455,8.9425,0.137732
1663044001,17.42,8.95,0.137585
1663044601,17.3875,8.9565,0.137489
1663045201,17.355,8.962,0.136575
1663045801,17.32,8.9655,0.13647
1663046401,17.2875,8.9765,0.135482
1663047001,17.2525,8.9835,0.135519
1663047601,17.215,8.99,0.134573
1663048201,17.18,8.9945,0.134194
1663048801,17.145,9.0015,0.134804
1663049401,17.11,9.01,0.133412
1663050001,17.07,9.0165,0.132937
1663050601,17.0275,9.022,0.132603
1663051201,16.9875,9.0325,0.131687
1663051801,16.95,9.0355,0.130336
1663052401,16.9175,9.045,0.130609
1663053001,16.88,9.0515,0.129834
1663053601,16.85,9.0555,0.130215
1663054201,16.815,9.061,0.129288
1663054801,16.78,9.0655,0.128377
1663055401,16.75,9.0765,0.128878
1663056001,16.7125,9.0805,0.127622
1663056601,16.68,9.0875,0.127877
1663057201,16.65,9.092,0.126944
1663057801,16.6175,9.1,0.127312
1663058401,16.5875,9.105,0.125933
1663059001,16.5575,9.1085,0.126731
1663059601,16.5275,9.1125,0.12596
1663060201,16.4975,9.1235,0.125498
1663060801,16.465,9.1265,0.124968
1663061401,16.4325,9.1365,0.124379
1663062001,16.3975,9.1385,0.124313
1663062601,16.3675,9.1475,0.123416
1663063201,16.335,9.153,0.12408
1663063801,16.3125,9.159,0.123498
1663064401,16.285,9.1645,0.122757
1663065001,16.255,9.171,0.121903
1663065601,16.225,9.1775,0.121293
1663066201,16.2,9.181,0.120842
1663066801,16.1775,9.1875,0.120558
1663067401,16.155,9.1885,0.120068
1663068001,16.13,9.1955,0.120373
1663068601,16.105,9.2035,0.120643
1663069201,16.085,9.2085,0.119856
1663069801,16.0625,9.213,0.119467
1663070401,16.0425,9.2205,0.11883
1663071001,16.025,9.224,0.118661
1663071601,16.0075,9.231,0.11839
1663072201,15.995,9.227,0.118044
1663072801,15.9825,9.2315,0.116697
1663073401,15.9775,9.2325,0.117264
1663074001,15.975,9.2345,0.116948
1663074601,15.97,9.2345,0.116957
1663075201,15.975,9.23,0.116302
1663075801,15.98,9.229,0.116362
1663076401,15.99,9.2275,0.116095
1663077001,16.0025,9.228,0.116273
1663077601,16.01,9.2265,0.116339
1663078201,16.0275,9.225,0.116593
1663078801,16.045,9.2225,0.116476
1663079401,16.065,9.219,0.11627
1663080001,16.09,9.2125,0.11636
1663080601,16.1125,9.208,0.115629
1663081201,16.1375,9.2065,0.115196
1663081801,16.1675,9.2015,0.11541
1663082401,16.2,9.1945,0.115673
1663083001,16.235,9.189,0.115732
1663083601,16.2775,9.184,0.114559
1663084201,16.3225,9.176,0.116247
1663084801,16.37,9.171,0.116224
1663085401,16.4225,9.163,0.11608
1663086001,16.47,9.152,0.115901
1663086601,16.5175,9.143,0.116516
1663087201,16.555,9.136,0.11641
1663087801,16.6,9.1255,0.116647
1663088401,16.6475,9.114,0.115122
1663089001,16.6925,9.103,0.11554
1663089601,16.74,9.0895,0.115867
1663090201,16.7825,9.085,0.116032
1663090801,16.83,9.0735,0.115094
1663091401,16.875,9.063,0.114951
1663092001,16.915,9.055,0.115046
1663092601,16.9525,9.0455,0.115029
1663093201,16.99,9.0415,0.114734
1663093801,17.0225,9.0365,0.114449
1663094401,17.04,9.0305,0.114534
1663095001,17.05,9.023,0.114022
1663095601,17.075,9.0175,0.114049
1663096201,17.09,9.013,0.113024
1663096801,17.11,9.007,0.112999
1663097401,17.125,9.0085,0.112644
1663098001,17.13,9.007,0.112657
1663098601,17.1275,9.0035,0.11171
1663099201,17.13,9.004,0.111226
1663099801,17.13,8.9995,0.110953
1663100401,17.13,8.9975,0.110472
1663101001,17.1325,8.9955,0.110266
1663101601,17.1325,8.9985,0.109508
1663102201,17.125,8.9995,0.109721
1663102801,17.125,8.9985,0.108857
1663103401,17.125,9.002,0.109587
1663104001,17.1275,8.9975,0.108258
1663104601,17.13,8.997,0.108105
1663105201,17.1325,8.998,0.107195
1663105801,17.135,8.995,0.107468
1663106401,17.1325,8.9965,0.107013
1663107001,17.13,9.0005,0.106649
1663107601,17.1275,8.999,0.106476
1663108201,17.12,8.9965,0.105829
1663108801,17.12,8.996,0.105077
1663109401,17.12,8.995,0.105102
1663110001,17.1125,8.9995,0.105492
1663110601,17.11,9,0.104948
1663111201,17.1075,8.9985,0.104778
1663111801,17.0975,8.9995,0.104135
1663112401,17.0875,9.001,0.104351
1663113001,17.075,9.001,0.103914
1663113601,17.0675,9.0025,0.103357
1663114201,17.06,9.007,0.103542
1663114801,17.0475,9.0075,0.103023
1663115401,17.0375,9.0125,0.103501
1663116001,17.0275,9.0135,0.10284
1663116601,17.015,9.017,0.103128
1663117201,17.005,9.0195,0.102968
1663117801,16.995,9.024,0.102054
1663118401,16.985,9.0255,0.102605
1663119001,16.9775,9.0275,0.102124
1663119601,16.9675,9.0325,0.102115
1663120201,16.9575,9.033,0.101834
1663120801,16.9475,9.034,0.102081
1663121401,16.9375,9.038,0.101493
1663122001,16.93,9.04,0.101272
1663122601,16.9225,9.043,0.101745
1663123201,16.915,9.0425,0.101434
1663123801,16.905,9.046,0.100936
1663124401,16.8975,9.0475,0.101051
1663125001,16.8875,9.0475,0.100774
1663125601,16.8825,9.049,0.100918
1663126201,16.8725,9.0525,0.100726
1663126801,16.865,9.0525,0.100164
1663127401,16.86,9.0555,0.100121
1663128001,16.855,9.0555,0.100802
1663128601,16.85,9.0575,0.099762
1663129201,16.85,9.0575,0.100099
1663129801,16.845,9.0615,0.100041
1663130401,16.84,9.0625,0.100489
1663131001,16.83,9.0635,0.09931
1663131601,16.8225,9.064,0.099812
1663132201,16.8175,9.066,0.098947
1663132801,16.8075,9.069,0.099688
1663133401,16.8,9.072,0.099241
1663134001,16.7875,9.076,0.098507
1663134601,16.7775,9.081,0.099052
1663135201,16.765,9.08,0.098451
1663135801,16.7475,9.0845,0.098265
1663136401,16.7325,9.087,0.098076
1663137001,16.72,9.0905,0.096591
1663137601,16.7075,9.094,0.097583
1663138201,16.695,9.0965,0.097609
1663138801,16.6825,9.0995,0.096906
1663139401,16.6725,9.1015,0.0966
1663140001,16.66,9.103,0.096159
1663140601,16.6475,9.109,0.096488
1663141201,16.635,9.1095,0.096013
1663141801,16.6225,9.1105,0.096157
1663142401,16.615,9.113,0.096071
1663143001,16.61,9.115,0.095227
1663143601,16.6,9.117,0.095481
1663144201,16.5925,9.1155,0.095004
1663144801,16.585,9.12,0.095035
1663145401,16.5725,9.118,0.095257
1663146001,16.5675,9.12,0.094722
1663146601,16.56,9.1225,0.094932
1663147201,16.55,9.129,0.094726
1663147801,16.5375,9.133,0.094055
1663148401,16.5225,9.136,0.094094
1663149001,16.51,9.1395,0.093787
1663149601,16.4975,9.1425,0.093986
1663150201,16.485,9.1445,0.093185
1663150801,16.475,9.151,0.093486
1663151401,16.46,9.151,0.093186
1663152001,16.4525,9.1545,0.093649
1663152601,16.4375,9.1595,0.092552
1663153201,16.4225,9.1635,0.092776
1663153801,16.41,9.167,0.092211
1663154401,16.3975,9.17,0.091697
1663155001,16.385,9.172,0.091857
1663155601,16.3725,9.1765,0.092136
1663156201,16.3575,9.182,0.091666
1663156801,16.345,9.185,0.091691
1663157401,16.335,9.1905,0.091277
1663158001,16.325,9.1925,0.0906
1663158601,16.315,9.197,0.091055
1663159201,16.3,9.2015,0.090535
1663159801,16.295,9.1975,0.090155
1663160401,16.29,9.1985,0.090623
1663161001,16.29,9.2005,0.090244
1663161601,16.2925,9.2005,0.090266
1663162201,16.2975,9.2,0.090469
1663162801,16.3,9.198,0.090138
1663163401,16.31,9.197,0.090334
1663164001,16.32,9.1955,0.08978
1663164601,16.3325,9.197,0.090541
1663165201,16.3475,9.192,0.08977
1663165801,16.365,9.189,0.089623
1663166401,16.385,9.1905,0.090563
1663167001,16.4075,9.1865,0.090326
1663167601,16.43,9.183,0.090234
1663168201,16.46,9.183,0.089761
1663168801,16.49,9.174,0.089206
1663169401,16.515,9.1705,0.090291
1663170001,16.5425,9.1665,0.090099
1663170601,16.5875,9.1605,0.090451
1663171201,16.64,9.1535,0.090747
1663171801,16.695,9.146,0.090663
1663172401,16.7375,9.139,0.090427
1663173001,16.765,9.1305,0.091266
1663173601,16.7775,9.129,0.09043
1663174201,16.785,9.129,0.090688
1663174801,16.81,9.127,0.09036
1663175401,16.825,9.1235,0.091092
1663176001,16.8575,9.114,0.090879
1663176601,16.895,9.097,0.09022
1663177201,16.93,9.092,0.090208
1663177801,16.955,9.0815,0.090314
1663178401,16.9875,9.075,0.090244
1663179001,17.025,9.0695,0.090257
1663179601,17.06,9.0575,0.089358
1663180201,17.0725,9.054,0.089645
1663180801,17.085,9.0505,0.089993
1663181401,17.1125,9.0445,0.089389
1663182001,17.1325,9.044,0.089149
1663182601,17.1475,9.0365,0.088762
1663183201,17.1675,9.0345,0.088787
1663183801,17.175,9.0315,0.08854
1663184401,17.1775,9.024,0.088598
1663185001,17.1875,9.0265,0.088274
1663185601,17.1925,9.0225,0.087991
1663186201,17.19,9.021,0.087644
1663186801,17.19,9.023,0.087384
1663187401,17.195,9.017,0.087025
1663188001,17.195,9.0145,0.086612
1663188601,17.1975,9.0175,0.086607
1663189201,17.2,9.016,0.086474
1663189801,17.2,9.0185,0.085712
1663190401,17.2025,9.0175,0.085825
1663191001,17.205,9.0155,0.085802
1663191601,17.21,9.01,0.085398
1663192201,17.205,9.0085,0.084968
1663192801,17.1975,9.008,0.084774
1663193401,17.19,9.011,0.085084
1663194001,17.185,9.011,0.084788
1663194601,17.175,9.014,0.084378
1663195201,17.1725,9.012,0.084708
1663195801,17.165,9.019,0.084362
1663196401,17.155,9.02,0.084211
1663197001,17.145,9.0215,0.083523
1663197601,17.1325,9.024,0.083698
1663198201,17.12,9.026,0.083959
1663198801,17.1125,9.0265,0.083709
1663199401,17.1,9.031,0.082975
1663200001,17.085,9.0305,0.083386
1663200601,17.0725,9.0385,0.083388
1663201201,17.06,9.038,0.082442
1663201801,17.0475,9.0445,0.082945
1663202401,17.03,9.048,0.082803
1663203001,17.0125,9.055,0.082237
1663203601,16.995,9.0605,0.082652
1663204201,16.975,9.0635,0.082339
1663204801,16.96,9.0705,0.0822
1663205401,16.94,9.078,0.081784
1663206001,16.92,9.0795,0.081859
1663206601,16.9,9.0855,0.081368
1663207201,16.88,9.091,0.081366
1663207801,16.86,9.096,0.081172
1663208401,16.8425,9.0985,0.081025
1663209001,16.82,9.105,0.081528
1663209601,16.8,9.111,0.080722
1663210201,16.78,9.112,0.080798
1663210801,16.765,9.117,0.080885
1663211401,16.75,9.1245,0.08084
1663212001,16.7275,9.1275,0.080393
1663212601,16.705,9.134,0.080528
1663213201,16.6875,9.1385,0.080448
1663213801,16.665,9.1445,0.079876
1663214401,16.6475,9.147,0.079686
1663215001,16.625,9.1515,0.079721
1663215601,16.61,9.155,0.080269
1663216201,16.5925,9.158,0.079466
1663216801,16.58,9.1635,0.079505
1663217401,16.56,9.166,0.079367
1663218001,16.545,9.166,0.079808
1663218601,16.5275,9.171,0.079435
1663219201,16.51,9.1775,0.078524
1663219801,16.4925,9.18,0.078738
1663220401,16.475,9.1805,0.078411
1663221001,16.4575,9.1835,0.078354
1663221601,16.445,9.19,0.07851
1663222201,16.4275,9.1905,0.07803
1663222801,16.41,9.192,0.078081
1663223401,16.3925,9.196,0.07802
1663224001,16.375,9.202,0.077544
1663224601,16.355,9.2025,0.07798
1663225201,16.335,9.209,0.077517
1663225801,16.3175,9.2125,0.077205
1663226401,16.3025,9.215,0.077005
1663227001,16.2875,9.221,0.076846
1663227601,16.27,9.222,0.076688
1663228201,16.25,9.2265,0.076427
1663228801,16.24,9.229,0.076751
1663229401,16.22,9.2285,0.076644
1663230001,16.21,9.237,0.075914
1663230601,16.19,9.239,0.075977
1663231201,16.1775,9.241,0.075978
1663231801,16.165,9.2445,0.075856
1663232401,16.145,9.2485,0.075508
1663233001,16.1325,9.2525,0.075148
1663233601,16.115,9.256,0.074977
1663234201,16.1025,9.2575,0.074847
1663234801,16.0875,9.262,0.075057
1663235401,16.07,9.2655,0.074356
1663236001,16.0575,9.2705,0.07445
1663236601,16.0425,9.2735,0.073896
1663237201,16.0275,9.275,0.074081
1663237801,16.015,9.2805,0.074445
1663238401,16,9.285,0.073906
1663239001,15.9875,9.286,0.073665
1663239601,15.9775,9.289,0.073432
1663240201,15.965,9.2965,0.073419
1663240801,15.9525,9.2955,0.073521
1663241401,15.9375,9.302,0.073491
1663242001,15.9275,9.301,0.072893
1663242601,15.9125,9.3065,0.072773
1663243201,15.9025,9.307,0.072869
1663243801,15.895,9.309,0.07301
1663244401,15.885,9.3115,0.072767
1663245001,15.88,9.3175,0.072294
1663245601,15.8725,9.3205,0.072286
1663246201,15.87,9.32,0.072466
1663246801,15.8725,9.3235,0.072625
1663247401,15.8675,9.327,0.072287
1663248001,15.8675,9.324,0.072518
1663248601,15.875,9.3215,0.072757
1663249201,15.8825,9.3185,0.071838
1663249801,15.8925,9.312,0.072064
1663250401,15.91,9.315,0.07208
1663251001,15.93,9.312,0.072034
1663251601,15.95,9.3085,0.072214
1663252201,15.975,9.299,0.072291
1663252801,15.9975,9.296,0.071972
1663253401,16.0225,9.2905,0.072468
1663254001,16.05,9.2855,0.072335
1663254601,16.0825,9.2805,0.072319
1663255201,16.115,9.271,0.072123
1663255801,16.155,9.266,0.072395
1663256401,16.1975,9.259,0.072539
1663257001,16.255,9.249,0.073119
1663257601,16.31,9.2355,0.073188
1663258201,16.365,9.226,0.073664
1663258801,16.4225,9.218,0.074105
1663259401,16.475,9.2045,0.073878
1663260001,16.51,9.194,0.073331
1663260601,16.5525,9.1835,0.074122
1663261201,16.6025,9.1705,0.073201
1663261801,16.645,9.1605,0.073197
1663262401,16.69,9.143,0.073496
1663263001,16.7325,9.131,0.073484
1663263601,16.78,9.1175,0.073871
1663264201,16.8275,9.1105,0.073312
1663264801,16.87,9.0975,0.073425
1663265401,16.915,9.0865,0.07376
1663266001,16.96,9.078,0.07362
1663266601,16.9975,9.0695,0.072973
1663267201,17.025,9.066,0.073023
1663267801,17.0475,9.059,0.072782
1663268401,17.0675,9.0515,0.072701
1663269001,17.0875,9.0435,0.072297
1663269601,17.1075,9.041,0.072443
1663270201,17.1325,9.035,0.072472
1663270801,17.1525,9.033,0.072017
1663271401,17.16,9.0335,0.072315
1663272001,17.1675,9.027,0.071674
1663272601,17.165,9.0235,0.071511
1663273201,17.175,9.0225,0.071263
1663273801,17.1825,9.02,0.070736
1663274401,17.19,9.0145,0.070799
1663275001,17.195,9.012,0.070628
1663275601,17.2,9.013,0.070236
1663276201,17.205,9.008,0.069801
1663276801,17.205,9.007,0.069476
1663277401,17.21,9.0095,0.069469
1663278001,17.21,9.0065,0.069447
1663278601,17.2125,9.0075,0.069029
1663279201,17.215,9.0095,0.069329
1663279801,17.21,9.008,0.069098
1663280401,17.21,9.0035,0.068635
1663281001,17.21,9.0025,0.068627
1663281601,17.21,9.007,0.068233
1663282201,17.2075,9.0035,0.068279
1663282801,17.2025,9.006,0.068194
1663283401,17.2,9.0075,0.068105
1663284001,17.1925,9.0105,0.068228
1663284601,17.19,9.0085,0.067954
1663285201,17.1825,9.007,0.067932
1663285801,17.1775,9.0085,0.067664
1663286401,17.1725,9.0075,0.067596
1663287001,17.165,9.0125,0.067531
1663287601,17.155,9.0135,0.067726
1663288201,17.1475,9.017,0.06744
1663288801,17.14,9.022,0.067935
1663289401,17.13,9.025,0.067469
1663290001,17.1175,9.0285,0.067528
1663290601,17.1075,9.0325,0.067836
1663291201,17.0975,9.035,0.06777
1663291801,17.085,9.0375,0.067532
1663292401,17.0725,9.041,0.067854
1663293001,17.0625,9.0415,0.067563
1663293601,17.0475,9.046,0.067627
1663294201,17.035,9.0485,0.06793
1663294801,17.0225,9.0505,0.067427
1663295401,17.0075,9.059,0.067247
1663296001,16.995,9.061,0.067662
1663296601,16.9775,9.063,0.067781
1663297201,16.9625,9.0685,0.067592
1663297801,16.95,9.066,0.067589
1663298401,16.9375,9.075,0.067342
1663299001,16.9225,9.0735,0.067436
1663299601,16.91,9.079,0.067512
1663300201,16.89,9.0895,0.067426
1663300801,16.8725,9.091,0.067347
1663301401,16.855,9.0935,0.066837
1663302001,16.83,9.1,0.066948
1663302601,16.815,9.1055,0.067044
1663303201,16.795,9.1085,0.067156
1663303801,16.78,9.114,0.066668
1663304401,16.7575,9.116,0.066702
1663305001,16.7375,9.1205,0.066206
1663305601,16.72,9.1235,0.066241
1663306201,16.7025,9.127,0.066781
1663306801,16.685,9.1305,0.066502
1663307401,16.665,9.134,0.0661
1663308001,16.6475,9.139,0.066204
1663308601,16.6325,9.136,0.066151
1663309201,16.615,9.143,0.06599
1663309801,16.5975,9.1475,0.065943
1663310401,16.5825,9.151,0.065904
1663311001,16.565,9.1555,0.065462
1663311601,16.545,9.153,0.065412
1663312201,16.5275,9.1595,0.065311
1663312801,16.51,9.162,0.064989
1663313401,16.495,9.1665,0.064998
1663314001,16.475,9.17,0.064905
1663314601,16.455,9.1765,0.064874
1663315201,16.43,9.178,0.06457
1663315801,16.4075,9.183,0.064346
