"unixtime","temp","oxy","disc"
1662431401,18.9375,8.768,0.301216
1662432001,18.925,8.7695,0.298408
1662432601,18.9075,8.772,0.29549
1662433201,18.895,8.772,0.291183
1662433801,18.8825,8.7735,0.289116
1662434401,18.8675,8.774,0.284771
1662435001,18.8575,8.779,0.283189
1662435601,18.845,8.7775,0.280657
1662436201,18.835,8.776,0.277
1662436801,18.8225,8.7785,0.274417
1662437401,18.8125,8.7805,0.271348
1662438001,18.8025,8.779,0.269417
1662438601,18.7925,8.7805,0.267111
1662439201,18.7825,8.782,0.26547
1662439801,18.7725,8.7815,0.261856
1662440401,18.7625,8.7835,0.259187
1662441001,18.7525,8.7825,0.258423
1662441601,18.7475,8.786,0.255214
1662442201,18.7375,8.785,0.254922
1662442801,18.73,8.783,0.249616
1662443401,18.7225,8.7845,0.248093
1662444001,18.715,8.785,0.246555
1662444601,18.7075,8.7865,0.244369
1662445201,18.6975,8.785,0.242135
1662445801,18.6925,8.7855,0.24022
1662446401,18.685,8.786,0.238802
1662447001,18.675,8.7885,0.235635
1662447601,18.67,8.789,0.233586
1662448201,18.665,8.788,0.230938
1662448801,18.655,8.7865,0.230452
1662449401,18.6525,8.787,0.227786
1662450001,18.645,8.787,0.226204
1662450601,18.6425,8.787,0.223773
1662451201,18.6375,8.787,0.223408
1662451801,18.6325,8.7855,0.221364
1662452401,18.63,8.785,0.218289
1662453001,18.625,8.7865,0.218316
1662453601,18.6225,8.785,0.216114
1662454201,18.62,8.784,0.214633
1662454801,18.61,8.786,0.212677
1662455401,18.605,8.7855,0.211154
1662456001,18.6,8.7875,0.209537
1662456601,18.595,8.787,0.207385
1662457201,18.59,8.7855,0.206632
1662457801,18.5875,8.788,0.205112
1662458401,18.585,8.788,0.203521
1662459001,18.5825,8.789,0.202783
1662459601,18.58,8.79,0.198399
1662460201,18.5775,8.7905,0.196774
1662460801,18.57,8.7895,0.197173
1662461401,18.57,8.7905,0.196704
1662462001,18.57,8.7885,0.193876
1662462601,18.5675,8.7865,0.193917
1662463201,18.5625,8.7875,0.191326
1662463801,18.56,8.788,0.190031
1662464401,18.56,8.7885,0.188758
1662465001,18.555,8.787,0.188258
1662465601,18.555,8.7865,0.187076
1662466201,18.555,8.7915,0.185433
1662466801,18.555,8.7935,0.184718
1662467401,18.555,8.7885,0.183932
1662468001,18.56,8.7895,0.182219
1662468601,18.565,8.7895,0.182572
1662469201,18.5675,8.79,0.182215
1662469801,18.575,8.785,0.180272
1662470401,18.58,8.783,0.180097
1662471001,18.59,8.7855,0.179447
1662471601,18.5925,8.7805,0.177983
1662472201,18.6,8.785,0.178288
1662472801,18.6075,8.784,0.176737
1662473401,18.6225,8.779,0.175748
1662474001,18.6325,8.78,0.174014
1662474601,18.6425,8.772,0.173767
1662475201,18.6525,8.768,0.173433
1662475801,18.66,8.7675,0.17174
1662476401,18.665,8.763,0.172447
1662477001,18.685,8.7665,0.171315
1662477601,18.7075,8.76,0.170316
1662478201,18.73,8.7535,0.168947
1662478801,18.7525,8.752,0.169827
1662479401,18.7825,8.7445,0.168775
1662480001,18.8025,8.7455,0.167099
1662480601,18.845,8.7365,0.167619
1662481201,18.8925,8.7255,0.166826
1662481801,18.915,8.719,0.166264
1662482401,18.94,8.7195,0.166419
1662483001,18.9825,8.714,0.164298
1662483601,19.015,8.7065,0.165285
1662484201,19.0475,8.696,0.165307
1662484801,19.0725,8.695,0.163824
1662485401,19.09,8.6925,0.162864
1662486001,19.1125,8.685,0.162932
1662486601,19.1475,8.675,0.162131
1662487201,19.18,8.6735,0.161964
1662487801,19.185,8.6765,0.160319
1662488401,19.1825,8.6755,0.159794
1662489001,19.19,8.673,0.159112
1662489601,19.205,8.6705,0.157649
1662490201,19.215,8.6695,0.157145
1662490801,19.2225,8.6665,0.15625
1662491401,19.2425,8.66,0.156391
1662492001,19.275,8.6505,0.155223
1662492601,19.3025,8.6445,0.154612
1662493201,19.32,8.637,0.154564
1662493801,19.3325,8.632,0.153159
1662494401,19.3425,8.6295,0.153139
1662495001,19.355,8.631,0.151874
1662495601,19.37,8.6275,0.152249
1662496201,19.38,8.625,0.151565
1662496801,19.3875,8.6245,0.149853
1662497401,19.395,8.618,0.149685
1662498001,19.4,8.616,0.148832
1662498601,19.4025,8.6085,0.148435
1662499201,19.41,8.608,0.147845
1662499801,19.405,8.606,0.147251
1662500401,19.405,8.609,0.146589
1662501001,19.405,8.6045,0.146085
1662501601,19.3975,8.6035,0.145627
1662502201,19.395,8.6025,0.144902
1662502801,19.39,8.604,0.144288
1662503401,19.385,8.6075,0.143231
1662504001,19.3825,8.6065,0.142848
1662504601,19.3825,8.607,0.142575
1662505201,19.3775,8.608,0.142273
1662505801,19.3725,8.608,0.141075
1662506401,19.365,8.607,0.140656
1662507001,19.355,8.61,0.140621
1662507601,19.3475,8.6115,0.139402
1662508201,19.3375,8.6115,0.139549
1662508801,19.3275,8.614,0.138757
1662509401,19.3175,8.617,0.138222
1662510001,19.305,8.618,0.137063
1662510601,19.2925,8.618,0.136822
1662511201,19.2825,8.6245,0.135704
1662511801,19.27,8.6235,0.135718
1662512401,19.26,8.6275,0.135182
1662513001,19.2475,8.6295,0.135436
1662513601,19.24,8.6285,0.134619
1662514201,19.23,8.635,0.134019
1662514801,19.22,8.6335,0.133653
1662515401,19.215,8.636,0.133611
1662516001,19.205,8.6365,0.132867
1662516601,19.2,8.6365,0.133037
1662517201,19.1925,8.6355,0.131864
1662517801,19.19,8.637,0.132363
1662518401,19.18,8.6385,0.132039
1662519001,19.175,8.641,0.131685
1662519601,19.1675,8.639,0.130761
1662520201,19.16,8.6405,0.130603
1662520801,19.155,8.6435,0.129878
1662521401,19.1475,8.6445,0.129662
1662522001,19.14,8.644,0.129868
1662522601,19.1375,8.6455,0.128825
1662523201,19.13,8.6425,0.128865
1662523801,19.1275,8.643,0.129072
1662524401,19.1225,8.6445,0.128527
1662525001,19.1175,8.648,0.128882
1662525601,19.11,8.649,0.127863
1662526201,19.1075,8.647,0.128181
1662526801,19.1,8.646,0.127924
1662527401,19.1,8.6455,0.12724
1662528001,19.09,8.6485,0.1274
1662528601,19.0875,8.645,0.126513
1662529201,19.0825,8.6455,0.126184
1662529801,19.0775,8.6525,0.131008
1662530401,19.0775,8.6465,0.133744
1662531001,19.08,8.649,0.131908
1662531601,19.0725,8.6525,0.135862
1662532201,19.08,8.6525,0.136077
1662532801,19.07,8.6545,0.134745
1662533401,19.06,8.655,0.134159
1662534001,19.05,8.656,0.133615
1662534601,19.04,8.6575,0.131382
1662535201,19.03,8.657,0.131085
1662535801,19.0225,8.6585,0.129566
1662536401,19.0125,8.658,0.12853
1662537001,19.0025,8.6595,0.127485
1662537601,18.995,8.661,0.12746
1662538201,18.9875,8.6615,0.127136
1662538801,18.9825,8.6665,0.12635
1662539401,18.975,8.664,0.126885
1662540001,18.965,8.664,0.127066
1662540601,18.96,8.6665,0.125633
1662541201,18.95,8.669,0.125938
1662541801,18.94,8.67,0.125101
1662542401,18.93,8.6715,0.125363
1662543001,18.9175,8.6725,0.125683
1662543601,18.91,8.6745,0.125744
1662544201,18.895,8.674,0.125926
1662544801,18.885,8.679,0.12698
1662545401,18.87,8.682,0.126932
1662546001,18.8625,8.6855,0.127057
1662546601,18.8525,8.685,0.126382
1662547201,18.8425,8.688,0.12722
1662547801,18.83,8.6905,0.127561
1662548401,18.82,8.693,0.127452
1662549001,18.805,8.696,0.127596
1662549601,18.795,8.702,0.127447
1662550201,18.785,8.739,0.127471
1662550801,18.7675,8.7685,0.215066
1662551401,18.7525,8.79,0.265602
1662552001,18.735,8.7965,0.272276
1662552601,18.715,8.8065,0.274783
1662553201,18.6925,8.8135,0.274694
1662553801,18.67,8.819,0.274521
1662554401,18.655,8.82,0.274304
1662555001,18.6425,8.822,0.27384
1662555601,18.625,8.8285,0.271343
1662556201,18.615,8.829,0.271296
1662556801,18.61,8.83,0.271366
1662557401,18.6,8.832,0.268829
1662558001,18.5925,8.832,0.26832
1662558601,18.5875,8.8395,0.266934
1662559201,18.585,8.8365,0.264781
1662559801,18.5875,8.835,0.263504
1662560401,18.5925,8.8325,0.262653
1662561001,18.6,8.831,0.260657
1662561601,18.6075,8.832,0.259146
1662562201,18.615,8.8245,0.258018
1662562801,18.625,8.824,0.257143
1662563401,18.63,8.822,0.253653
1662564001,18.64,8.82,0.253068
1662564601,18.655,8.8165,0.250175
1662565201,18.6775,8.809,0.251822
1662565801,18.695,8.8055,0.248065
1662566401,18.7025,8.801,0.246649
1662567001,18.7275,8.795,0.245256
1662567601,18.755,8.789,0.242936
1662568201,18.775,8.7825,0.241336
1662568801,18.785,8.7735,0.239369
1662569401,18.7825,8.7825,0.238887
1662570001,18.78,8.7865,0.236942
1662570601,18.7825,8.7765,0.236755
1662571201,18.7875,8.774,0.238804
1662571801,18.7875,8.777,0.244083
1662572401,18.7825,8.7795,0.244475
1662573001,18.78,8.785,0.241152
1662573601,18.8,8.7725,0.239115
1662574201,18.845,8.7635,0.238394
1662574801,18.87,8.7555,0.234726
1662575401,18.87,8.753,0.231841
1662576001,18.8575,8.752,0.230694
1662576601,18.85,8.755,0.228641
1662577201,18.8475,8.76,0.226073
1662577801,18.8425,8.7555,0.225235
1662578401,18.8575,8.7485,0.221994
1662579001,18.875,8.747,0.222397
1662579601,18.8875,8.7415,0.221637
1662580201,18.905,8.7305,0.218964
1662580801,18.915,8.7285,0.21702
1662581401,18.92,8.7305,0.217197
1662582001,18.915,8.7275,0.214844
1662582601,18.915,8.723,0.212891
1662583201,18.92,8.721,0.212053
1662583801,18.915,8.7225,0.210377
1662584401,18.915,8.7195,0.210436
1662585001,18.9075,8.7175,0.21033
1662585601,18.9,8.7175,0.209061
1662586201,18.8925,8.72,0.208624
1662586801,18.885,8.7245,0.208666
1662587401,18.885,8.7205,0.209641
1662588001,18.885,8.718,0.208738
1662588601,18.885,8.717,0.209592
1662589201,18.875,8.7165,0.208237
1662589801,18.8725,8.7165,0.210978
1662590401,18.8675,8.7355,0.237399
1662591001,18.8675,8.7475,0.257234
1662591601,18.86,8.7545,0.272328
1662592201,18.8425,8.7635,0.290619
1662592801,18.8325,8.7725,0.310291
1662593401,18.8175,8.7795,0.317185
1662594001,18.8025,8.7815,0.319397
1662594601,18.79,8.7865,0.31908
1662595201,18.7725,8.8065,0.325378
1662595801,18.7575,8.8205,0.360357
1662596401,18.75,8.8265,0.38049
1662597001,18.735,8.83,0.377077
1662597601,18.72,8.8295,0.371515
1662598201,18.705,8.831,0.363827
1662598801,18.69,8.831,0.356092
1662599401,18.675,8.83,0.349985
1662600001,18.66,8.8305,0.344502
1662600601,18.645,8.833,0.339372
1662601201,18.6325,8.8525,0.347677
1662601801,18.6025,8.897,0.683677
1662602401,18.5525,8.922,0.723116
1662603001,18.4925,8.931,0.716658
1662603601,18.43,8.9425,0.702711
1662604201,18.375,8.9495,0.696343
1662604801,18.3225,8.9585,0.685791
1662605401,18.2775,8.9635,0.673258
1662606001,18.235,8.967,0.666508
1662606601,18.2,8.971,0.657198
1662607201,18.1775,8.9745,0.63638
1662607801,18.15,8.9755,0.625744
1662608401,18.1225,8.9775,0.614383
1662609001,18.095,8.979,0.603104
1662609601,18.075,8.9815,0.592397
1662610201,18.055,8.983,0.581635
1662610801,18.04,8.9855,0.568132
1662611401,18.02,8.9885,0.55995
1662612001,18.0025,8.9915,0.554409
1662612601,17.985,8.993,0.543866
1662613201,17.975,8.994,0.535603
1662613801,17.955,8.994,0.527939
1662614401,17.94,8.996,0.51513
1662615001,17.925,9,0.508349
1662615601,17.905,9.001,0.500258
1662616201,17.885,9.0045,0.489856
1662616801,17.87,9.0035,0.482158
1662617401,17.855,9.0065,0.473336
1662618001,17.835,9.0065,0.470612
1662618601,17.8175,9.012,0.464145
1662619201,17.8025,9.012,0.456751
1662619801,17.79,9.017,0.454139
1662620401,17.77,9.016,0.445712
1662621001,17.755,9.02,0.442286
1662621601,17.735,9.0195,0.438115
1662622201,17.7175,9.0265,0.432178
1662622801,17.705,9.025,0.42914
1662623401,17.685,9.03,0.422775
1662624001,17.67,9.032,0.418795
1662624601,17.655,9.034,0.412729
1662625201,17.64,9.039,0.410364
1662625801,17.6275,9.0395,0.405232
1662626401,17.615,9.044,0.398694
1662627001,17.5975,9.0445,0.395742
1662627601,17.585,9.0465,0.389982
1662628201,17.5675,9.049,0.385699
1662628801,17.5525,9.052,0.381071
1662629401,17.535,9.0555,0.377734
1662630001,17.5175,9.0595,0.373764
1662630601,17.5,9.06,0.370018
1662631201,17.485,9.06,0.367723
1662631801,17.47,9.0605,0.365312
1662632401,17.4575,9.0605,0.359891
1662633001,17.445,9.0625,0.358047
1662633601,17.4325,9.064,0.351787
1662634201,17.4175,9.0675,0.351815
1662634801,17.41,9.0685,0.346768
1662635401,17.3975,9.069,0.344415
1662636001,17.385,9.072,0.339698
1662636601,17.3725,9.0755,0.338118
1662637201,17.36,9.075,0.335325
1662637801,17.35,9.0735,0.332885
1662638401,17.3425,9.0795,0.329317
1662639001,17.33,9.079,0.328329
1662639601,17.3175,9.083,0.32524
1662640201,17.3075,9.0815,0.322917
1662640801,17.3,9.08,0.321139
1662641401,17.295,9.084,0.317203
1662642001,17.29,9.0835,0.317009
1662642601,17.29,9.082,0.312759
1662643201,17.2925,9.0805,0.31193
1662643801,17.2975,9.0705,0.309982
1662644401,17.305,9.0715,0.3084
1662645001,17.31,9.07010506578972,0.306246
1662645601,17.3125,9.07010506578972,0.303806
1662646201,17.325,9.07020006578972,0.303677
1662646801,17.335,9.06181049003214,0.299442
1662647401,17.3525,9.06149549003214,0.299205
1662648001,17.37,9.04767122740587,0.294261
1662648601,17.3925,9.01932403601393,0.2914
1662649201,17.405,9.0274377026806,0.292052
1662649801,17.42,9.01380823045838,0.290574
1662650401,17.45,9.00060962254012,0.289683
1662651001,17.4675,8.98917017809567,0.289858
1662651601,17.4975,8.9733536066671,0.286255
1662652201,17.5225,8.96805857825801,0.285326
1662652801,17.57,8.96287357825801,0.284868
1662653401,17.61,8.96047357825801,0.28234
1662654001,17.6575,8.95629711992468,0.278921
1662654601,17.6975,8.95258297981478,0.278811
1662655201,17.7375,8.94589925687106,0.277287
1662655801,17.7725,8.93707680449011,0.272853
1662656401,17.8,8.93728567353773,0.272419
1662657001,17.83,8.92922442353773,0.27324
1662657601,17.875,8.932,0.271977
1662658201,17.9175,8.9245,0.2713
1662658801,17.9475,8.9125,0.269831
1662659401,17.99,8.9025,0.269127
1662660001,18.03,8.893,0.267637
1662660601,18.0675,8.8885,0.267564
1662661201,18.095,8.8775,0.2639
1662661801,18.13,8.8735,0.263295
1662662401,18.1525,8.8665,0.261092
1662663001,18.1775,8.86,0.26015
1662663601,18.2,8.8565,0.26019
1662664201,18.2075,8.855,0.258152
1662664801,18.2075,8.853,0.257081
1662665401,18.1975,8.8555,0.255479
1662666001,18.1875,8.8555,0.253023
1662666601,18.1825,8.8525,0.253306
1662667201,18.175,8.852,0.249872
1662667801,18.1675,8.8495,0.248874
1662668401,18.16,8.845,0.248292
1662669001,18.155,8.845,0.246356
1662669601,18.1525,8.8445,0.244884
1662670201,18.1525,8.8415,0.244846
1662670801,18.1675,8.834,0.243138
1662671401,18.175,8.8295,0.241773
1662672001,18.18,8.8265,0.24071
1662672601,18.18,8.826,0.238346
1662673201,18.1725,8.8265,0.238337
1662673801,18.17,8.828,0.235282
1662674401,18.17,8.829,0.23628
1662675001,18.18,8.8245,0.234267
1662675601,18.18,8.82,0.231423
1662676201,18.18,8.8215,0.231166
1662676801,18.1775,8.8215,0.229321
1662677401,18.17,8.822,0.228734
1662678001,18.165,8.822,0.225922
1662678601,18.1625,8.821,0.226254
1662679201,18.16,8.8195,0.225168
1662679801,18.1525,8.8205,0.222716
1662680401,18.15,8.8215,0.221237
1662681001,18.14,8.8235,0.219145
1662681601,18.1325,8.825,0.218455
1662682201,18.1225,8.8255,0.218462
1662682801,18.1125,8.826,0.217466
1662683401,18.105,8.83,0.215467
1662684001,18.095,8.8325,0.214188
1662684601,18.09,8.8315,0.214861
1662685201,18.08,8.835,0.212596
1662685801,18.0725,8.837,0.210894
1662686401,18.0625,8.8405,0.211168
1662687001,18.055,8.8425,0.208792
1662687601,18.0425,8.8465,0.208522
1662688201,18.035,8.847,0.207835
1662688801,18.0275,8.848,0.20694
1662689401,18.02,8.8485,0.204997
1662690001,18.015,8.85,0.205537
1662690601,18.005,8.85,0.203765
1662691201,18.0025,8.8495,0.203525
1662691801,17.995,8.8505,0.202063
1662692401,17.99,8.8515,0.20128
1662693001,17.985,8.8515,0.200627
1662693601,17.9775,8.854,0.199871
1662694201,17.9725,8.8545,0.199746
1662694801,17.965,8.8545,0.197273
1662695401,17.9625,8.855,0.197012
1662696001,17.9525,8.8565,0.19642
1662696601,17.945,8.858,0.196072
1662697201,17.935,8.8595,0.194198
1662697801,17.925,8.8655,0.193649
1662698401,17.915,8.862,0.19326
1662699001,17.905,8.8665,0.192941
1662699601,17.8925,8.869,0.191996
1662700201,17.8825,8.873,0.190954
1662700801,17.87,8.873,0.189724
1662701401,17.8575,8.8745,0.189428
1662702001,17.8475,8.878,0.188566
1662702601,17.8375,8.8805,0.188311
1662703201,17.8225,8.879,0.186618
1662703801,17.8125,8.88,0.186184
1662704401,17.8,8.8825,0.186558
1662705001,17.79,8.8845,0.185953
1662705601,17.78,8.885,0.184552
1662706201,17.77,8.8835,0.18349
1662706801,17.7625,8.886,0.183493
1662707401,17.7525,8.888,0.182445
1662708001,17.7425,8.887,0.182475
1662708601,17.7325,8.889,0.181592
1662709201,17.7225,8.893,0.181973
1662709801,17.71,8.895,0.180306
1662710401,17.6975,8.895,0.179505
1662711001,17.685,8.898,0.17813
1662711601,17.675,8.8995,0.17873
1662712201,17.6625,8.8995,0.177414
1662712801,17.65,8.9035,0.175649
1662713401,17.6375,8.9005,0.175632
1662714001,17.625,8.9075,0.175051
1662714601,17.615,8.91,0.175079
1662715201,17.605,8.9105,0.173268
1662715801,17.5975,8.911,0.17394
1662716401,17.5875,8.9105,0.173427
1662717001,17.58,8.9095,0.172828
1662717601,17.57,8.9145,0.170106
1662718201,17.56,8.9135,0.171158
1662718801,17.555,8.916,0.171864
1662719401,17.55,8.917,0.170177
1662720001,17.54,8.918,0.170256
1662720601,17.535,8.9165,0.169928
1662721201,17.525,8.9205,0.16848
1662721801,17.5175,8.9225,0.168317
1662722401,17.5075,8.927,0.166452
1662723001,17.4975,8.93,0.167859
1662723601,17.49,8.933,0.166091
1662724201,17.4825,8.933,0.166063
1662724801,17.475,8.933,0.1649
1662725401,17.475,8.935,0.164633
1662726001,17.4675,8.9385,0.165181
1662726601,17.46,8.9395,0.163148
1662727201,17.455,8.9375,0.163002
1662727801,17.4525,8.94,0.162965
1662728401,17.455,8.94,0.163203
1662729001,17.4625,8.9365,0.161598
1662729601,17.4675,8.9355,0.161456
1662730201,17.48,8.936,0.161856
1662730801,17.4875,8.933,0.161327
1662731401,17.5025,8.926,0.159951
1662732001,17.5175,8.924,0.160597
1662732601,17.535,8.9185,0.159828
1662733201,17.545,8.9175,0.160452
1662733801,17.56,8.921,0.159088
1662734401,17.575,8.916,0.1592
1662735001,17.6,8.9135,0.159357
1662735601,17.6225,8.912,0.157446
1662736201,17.645,8.9115,0.157932
1662736801,17.6675,8.9055,0.158258
1662737401,17.7,8.901,0.157724
1662738001,17.7375,8.888,0.157576
1662738601,17.785,8.8755,0.157234
1662739201,17.8275,8.868,0.15755
1662739801,17.8775,8.8545,0.158333
1662740401,17.9075,8.85,0.1572
1662741001,17.9275,8.848,0.156407
1662741601,17.9575,8.8355,0.156739
1662742201,17.99,8.834,0.155488
1662742801,18.02,8.83,0.155951
1662743401,18.045,8.826,0.154489
1662744001,18.08,8.8285,0.15451
1662744601,18.1125,8.8185,0.153831
1662745201,18.14,8.812,0.153218
1662745801,18.1525,8.814,0.152869
1662746401,18.16,8.818,0.152893
1662747001,18.1775,8.814,0.152598
1662747601,18.2,8.8105,0.152018
1662748201,18.215,8.815,0.150999
1662748801,18.235,8.806,0.150799
1662749401,18.255,8.801,0.15084
1662750001,18.2775,8.796,0.149847
1662750601,18.3025,8.792,0.150134
1662751201,18.3275,8.7865,0.14907
1662751801,18.33,8.786,0.149236
1662752401,18.335,8.779,0.149038
1662753001,18.3425,8.78,0.147355
1662753601,18.35,8.7775,0.148064
1662754201,18.355,8.7745,0.147056
1662754801,18.365,8.7725,0.146486
1662755401,18.37,8.771,0.146114
1662756001,18.3775,8.769,0.145475
1662756601,18.385,8.7655,0.145509
1662757201,18.39,8.7625,0.145441
1662757801,18.395,8.7565,0.143803
1662758401,18.395,8.7535,0.143661
1662759001,18.395,8.755,0.142946
1662759601,18.395,8.7525,0.143163
1662760201,18.3925,8.7535,0.143296
1662760801,18.39,8.7535,0.142221
1662761401,18.3875,8.7525,0.142331
1662762001,18.385,8.752,0.140731
1662762601,18.3825,8.7545,0.140559
1662763201,18.375,8.755,0.140369
1662763801,18.3725,8.7565,0.139989
1662764401,18.37,8.755,0.138776
1662765001,18.37,8.754,0.13844
1662765601,18.3675,8.753,0.139195
1662766201,18.3625,8.755,0.138108
1662766801,18.36,8.7545,0.138107
1662767401,18.36,8.755,0.137376
1662768001,18.35,8.756,0.13654
1662768601,18.345,8.761,0.137203
1662769201,18.34,8.759,0.136244
1662769801,18.33,8.7625,0.13636
1662770401,18.3225,8.7645,0.135872
1662771001,18.32,8.767,0.13586
1662771601,18.31,8.7655,0.135097
1662772201,18.3075,8.7735,0.134403
1662772801,18.3,8.7745,0.135008
1662773401,18.2975,8.776,0.134392
1662774001,18.29,8.778,0.134377
1662774601,18.28,8.7815,0.133939
1662775201,18.2725,8.7835,0.132879
1662775801,18.265,8.7875,0.132916
1662776401,18.2575,8.787,0.132899
1662777001,18.2475,8.7885,0.132573
1662777601,18.24,8.7925,0.132853
1662778201,18.23,8.796,0.131363
1662778801,18.225,8.7975,0.132211
1662779401,18.2175,8.801,0.131442
1662780001,18.2075,8.802,0.131463
1662780601,18.195,8.8065,0.131352
1662781201,18.18,8.808,0.130872
1662781801,18.17,8.809,0.130483
1662782401,18.16,8.8125,0.130326
1662783001,18.15,8.814,0.130025
1662783601,18.135,8.819,0.129374
1662784201,18.125,8.821,0.129079
1662784801,18.1125,8.8205,0.128868
1662785401,18.1025,8.8225,0.129138
1662786001,18.09,8.831,0.128685
1662786601,18.0775,8.83,0.127957
1662787201,18.0675,8.832,0.128671
1662787801,18.055,8.8355,0.127775
1662788401,18.04,8.838,0.127563
1662789001,18.03,8.842,0.127819
1662789601,18.02,8.8415,0.127965
1662790201,18.01,8.8415,0.127663
1662790801,18,8.8455,0.127539
1662791401,17.9875,8.8485,0.12749
1662792001,17.975,8.85,0.127341
1662792601,17.965,8.85,0.126809
1662793201,17.955,8.854,0.126673
1662793801,17.945,8.8565,0.126642
1662794401,17.935,8.8575,0.127146
1662795001,17.9275,8.8605,0.12737
1662795601,17.9175,8.8605,0.127682
1662796201,17.9075,8.863,0.128263
1662796801,17.8975,8.863,0.128606
1662797401,17.89,8.867,0.130082
1662798001,17.8825,8.8675,0.130769
1662798601,17.875,8.871,0.131127
1662799201,17.865,8.8735,0.131982
1662799801,17.855,8.877,0.132697
1662800401,17.85,8.879,0.132645
1662801001,17.84,8.879,0.132295
1662801601,17.8325,8.8845,0.133162
1662802201,17.825,8.886,0.13285
1662802801,17.82,8.8895,0.132614
1662803401,17.81,8.8915,0.133013
1662804001,17.8,8.8925,0.133945
1662804601,17.7925,8.897,0.134646
1662805201,17.7875,8.9005,0.135476
1662805801,17.7775,8.901,0.135638
1662806401,17.7725,8.905,0.13682
1662807001,17.765,8.9045,0.137494
1662807601,17.7575,8.9065,0.138908
1662808201,17.75,8.9085,0.138793
1662808801,17.7425,8.9085,0.139777
1662809401,17.74,8.9135,0.13875
1662810001,17.73,8.9165,0.140047
1662810601,17.73,8.919,0.140407
1662811201,17.72,8.9185,0.139919
1662811801,17.72,8.9205,0.140947
1662812401,17.715,8.9205,0.14137
1662813001,17.71,8.9225,0.142421
1662813601,17.71,8.926,0.142774
1662814201,17.7025,8.927,0.142971
1662814801,17.7,8.926,0.144385
1662815401,17.7,8.9285,0.145249
1662816001,17.7,8.9265,0.146798
1662816601,17.695,8.9235,0.147389
1662817201,17.695,8.9155,0.149683
1662817801,17.695,8.919,0.151908
1662818401,17.7,8.923,0.153777
1662819001,17.7,8.9235,0.154689
1662819601,17.7,8.9235,0.15445
1662820201,17.71,8.926,0.155639
1662820801,17.715,8.9285,0.157109
1662821401,17.7225,8.927,0.156359
1662822001,17.7275,8.9235,0.157849
1662822601,17.735,8.929,0.158382
1662823201,17.74,8.9295,0.158616
1662823801,17.7425,8.9335,0.1599
1662824401,17.755,8.929,0.161806
1662825001,17.76,8.928,0.162314
1662825601,17.7675,8.925,0.162932
1662826201,17.77,8.9205,0.164501
1662826801,17.77,8.922,0.164759
1662827401,17.7725,8.922,0.165006
1662828001,17.775,8.925,0.164261
1662828601,17.7775,8.922,0.164823
1662829201,17.785,8.918,0.165155
1662829801,17.79,8.9145,0.165095
1662830401,17.7975,8.915,0.164221
1662831001,17.8,8.9235,0.164692
1662831601,17.8125,8.923,0.165603
1662832201,17.83,8.913,0.166034
1662832801,17.845,8.907,0.165049
1662833401,17.855,8.909,0.165013
1662834001,17.8575,8.9055,0.164806
1662834601,17.8625,8.9025,0.165316
1662835201,17.8675,8.903,0.164519
1662835801,17.8775,8.908,0.165603
1662836401,17.8925,8.9025,0.166292
1662837001,17.9075,8.8985,0.165735
1662837601,17.925,8.8915,0.166253
1662838201,17.9425,8.884,0.167324
1662838801,17.95,8.88,0.167751
1662839401,17.9525,8.8825,0.168513
1662840001,17.955,8.8805,0.167429
1662840601,17.9625,8.8815,0.167746
1662841201,17.9725,8.8815,0.168066
1662841801,17.99,8.8745,0.168888
1662842401,18.005,8.8625,0.169556
1662843001,18.01,8.8625,0.168305
1662843601,18.0075,8.861,0.167237
1662844201,18.01,8.8575,0.167167
1662844801,18.01,8.86,0.167879
1662845401,18.01,8.858,0.167176
1662846001,18.01,8.858,0.167099
1662846601,18.01,8.856,0.166688
1662847201,18.015,8.851,0.165982
1662847801,18.015,8.8495,0.1659
1662848401,18.01,8.8465,0.164453
1662849001,18.005,8.848,0.164889
1662849601,18.005,8.8505,0.165044
1662850201,18,8.8495,0.163426
1662850801,18,8.8495,0.164613
1662851401,17.9975,8.8485,0.162978
1662852001,17.995,8.8485,0.163011
1662852601,17.99,8.849,0.162658
1662853201,17.99,8.8485,0.162265
1662853801,17.9875,8.849,0.162023
1662854401,17.9825,8.8515,0.160135
1662855001,17.98,8.8505,0.160358
1662855601,17.98,8.8495,0.161047
1662856201,17.9775,8.852,0.160211
1662856801,17.975,8.8515,0.160051
1662857401,17.9725,8.854,0.158847
1662858001,17.97,8.8555,0.157664
1662858601,17.9675,8.857,0.157222
1662859201,17.965,8.857,0.156827
1662859801,17.965,8.8615,0.157865
1662860401,17.955,8.8595,0.157479
1662861001,17.955,8.8585,0.157306
1662861601,17.955,8.862,0.15642
1662862201,17.9475,8.8595,0.155601
1662862801,17.945,8.8625,0.155159
1662863401,17.945,8.8665,0.155769
1662864001,17.94,8.8675,0.154869
1662864601,17.935,8.866,0.153608
1662865201,17.935,8.8655,0.154983
1662865801,17.9325,8.869,0.154324
1662866401,17.93,8.8705,0.152931
1662867001,17.925,8.8685,0.152507
1662867601,17.925,8.8735,0.153863
1662868201,17.925,8.8795,0.152138
1662868801,17.925,8.882,0.152134
1662869401,17.9225,8.878,0.151704
1662870001,17.92,8.878,0.151482
1662870601,17.92,8.88,0.151349
1662871201,17.915,8.882,0.151431
1662871801,17.915,8.8805,0.151355
1662872401,17.91,8.883,0.150338
