Etheostoma_olmstedi_presence,Slope,ArbolateSum,ElevCat,PctAg2006Slp10Cat,CBNFCat,FertCat,ManureCat,Pestic97Cat,BFICat,RunoffCat,RdDensCat,PctImp2001Cat,Al2O3Cat,CaOCat,Fe2O3Cat,K2OCat,MgOCat,Na2OCat,P2O5Cat,SCat,NCat,HydrlCondCat,KffactCat,ClayCat,SandCat,OmCat,PermCat,RckDepCat,WtDepCat,InorgNWetDep_2008Cat,NH4_2008Cat,NO3_2008Cat,SN_2008Cat,PctConif2001Cat,PctCrop2001Cat,PctDecid2001Cat,PctGrs2001Cat,PctHay2001Cat,PctMxFst2001Cat,PctUrban2001Cat,PctWdWet2001Cat,HUDen2010Cat,PopDen2010Cat,Precip8110Cat,Tmax8110Cat,Tmean8110Cat,Tmin8110Cat,MSST_2008,MWST_2008
1,-5.413766378,1.655748815,4.696675988,1.128941207,1.145401442,2.06176752,0.042510265,0.95575504,32.31227793,405.837347,2.168203947,0.376222087,14.39780355,-0.151171556,1.814386136,1.21946261,0.822215903,0.344827794,-2.090538405,-3.227872902,-2.998203124,-3.391840058,0.409388077,30.13180813,17.6542045,-0.888483181,1.586006427,109.3148638,181.154623,3.492539765,2.228059735,7.821915817,499.078456,1.237704583,2.266530307,4.111650196,0,2.62402757,0,1.869887137,2.006206279,3.750443415,4.82838712,1071.352059,19.43538223,13.16957808,6.898447247,21.20952944,4.893596078
1,-4.271010622,0.831168478,4.888025929,0.518191863,2.14800052,2.321344284,1.30907678,3.927846779,42,438,4.540559357,0.224425265,14.15773012,2.147787353,2.498074846,-0.636047059,1.728387425,0.983503136,-1.666651397,-4.169561722,-3.899840317,0.301376167,0.299826481,20.213957,22.22555262,-0.555384841,2.078492865,89.78187476,172.6435836,3.386907209,2.17004043,7.556614581,483.4409199,2.145267074,2.69758446,3.475343973,0,3.700234954,0.172782935,2.136398229,0,3.084412658,4.055484324,1070.642888,19.25681676,12.97215532,6.680925883,19.81078833,4.598430987
1,-5.486525817,1.25732398,4.891137411,0.291251766,0.678673631,1.294424291,0.678673631,1.823295163,45.37009103,359.1547464,3.035980216,0.558909612,13.96282959,0.605366239,1.750115626,0.701191761,0.630964827,0.942707868,-2.021172686,-3.095552631,-3.228673718,-2.029981126,0.409412224,29.94,15.58041092,-0.891598119,1.566530411,107.44,181.58,3.244202771,2.063058243,7.289204873,459.5959022,2.299850538,1.032309461,4.078154388,0,1.974478288,1.68793897,2.585933994,0,2.415897309,3.22042553,1109.856276,19.58202056,13.15593911,6.724629059,21.18332927,5.202298481
0,-4.023806885,1.62924054,5.717375897,0.271933715,0.047300961,0.242537599,0,0.35209206,52,424,1.605078441,0.028749414,14.89375896,1.254015111,1.723275621,0.797325691,1.251421336,0.633188617,-1.843318323,-2.560312519,-3.559605537,-1.159756255,0.28,40.84,29.82,-1.427116356,1.40854497,148.97,181.35,3.297758634,2.128698722,7.302375859,473.3736432,2.063693185,0,4.488870425,0,0.961104748,0.899483613,0.810930216,0,2.3332737,2.992612035,1167.990555,20.08330593,13.52518271,6.961768035,17.37255261,5.113863484
1,-6.946371375,3.964520574,4.455416734,0.283207792,1.425686763,1.567126714,0.191210504,2.19020706,32,404,3.191085456,0.734112022,12.52324361,1.512276941,1.769061161,0.532837554,1.213399059,0.382579578,-1.387223365,-0.122580611,-1.747693016,-1.600586329,0.347678571,28.2253869,25.669,-0.544203914,1.647695479,122.0955298,94.92188095,4.071912345,2.610971437,9.071877619,582.917188,2.298409722,3.35511189,3.685600274,0.82407101,2.522389743,1.013763075,1.766645141,0,4.553134882,5.864298221,1068.939154,19.00978145,12.94472051,6.875424496,22.38947667,4.066637145
1,-6.281212753,5.879006683,4.975201499,1.515852133,1.487585695,2.691329116,0.612575568,2.612017782,53,420,4.269552564,0.69757897,3.786101013,3.244967908,0.572650859,-0.259088023,0.717449724,-0.647612726,-1.021879457,-0.985205157,-3.177718383,-2.482540571,0.32,19.46,27.8,-0.094310679,2.042518188,87.24,158.72,3.943059099,2.493080344,8.906044936,568.5386244,2.854776726,0,3.999178196,0,2.958762832,1.108713385,2.238114251,0.873775257,4.157024069,5.047832808,984.9009143,18.21301453,11.94190067,5.663691004,22.7323289,4.799067465
0,-3.587003603,0.722220428,5.223673375,1.08212634,1.05377195,2.241563235,0.38329625,2.8905086,50.21627648,372,2.508760187,0.08132822,14.5,0.810930216,1.348073124,1.085189281,0.058268854,1.193922454,-2.120263561,-4.605170186,-5.449140256,-3.675292141,0.28,40.84,29.82,-1.427116356,1.40854497,148.97,181.35,3.385139398,2.092833913,7.801912088,488.2177309,2.858978622,0.800345471,3.852232762,0,3.094229828,1.874628126,1.06305635,0,1.605210266,2.200919281,1129.343016,20.02456525,13.5763633,7.12492538,19.30121652,5.057602547
1,-5.786879342,1.331310053,4.559657202,0.305796857,0.752824484,1.769220856,0.31796583,2.624896552,41.28206207,351.7659127,2.6567767,0.187916955,14.43483324,0.651257603,1.365901208,1.163786901,-0.387898284,1.42465112,-2.346919792,-4.689287174,-2.430831231,-0.208985583,0.28,33.89,41.88,-0.820980552,1.906575144,146.05,172.82,3.640925132,2.292472052,8.255711941,521.7465646,2.38392991,2.304214486,3.906230353,0.266281642,2.394542137,1.337379255,1.337379255,2.067069159,2.55663913,3.557656835,1153.904119,20.19304088,13.50885815,6.819447436,21.01560546,3.748231246
0,-4.086940838,0.676001022,4.77717108,0.507420399,0.905467499,1.418352856,1.655391195,1.448624585,48.77242682,380,2.370987681,0.167417206,14.62419311,1.308114793,1.632653923,0.95482575,0.723567596,1.341126209,-2.143134537,-3.976883658,-4.429221141,-1.171724263,0.31,34.55,23.42,-0.94160854,1.467874348,110.99,176.17,3.320988842,2.039772482,7.699173566,477.0042179,2.796786037,0.172992689,2.839083986,2.270830302,2.956198008,2.620884292,1.367949594,0,1.637288424,2.326441906,1120.097235,20.37731896,13.63494178,6.885406064,20.12010362,5.172316903
0,-3.891375637,0.470003629,5.011441362,0.578173307,0.776646199,1.399417271,1.05732813,2.654174459,45.21037182,355,3.003076092,0.087092913,14.51141543,0.863023437,1.36504393,1.077738596,0.117028799,1.217454082,-2.125644739,-4.550092118,-4.954671068,2.717490429,0.256340509,33.28716243,29.25789628,-0.555480515,1.686467807,145.157182,134.2039139,3.198777806,1.916908145,7.571552646,467.1446322,2.404986244,0,4.256597638,0.730597548,2.544878743,1.178805519,1.050506821,0.178727369,1.776624716,2.39775277,1110.545503,20.29514834,13.83374026,7.370627365,20.75294136,5.211233915
1,-7.481911265,6.921741021,3.095806006,0,0.492155303,0.820518018,0,3.197417889,46,351,1.256426955,0,10.3317289,1.784371119,1.256321282,0.715513294,0.117454303,0.508988003,-1.885646135,-2.754358782,-0.627778562,2.040911626,0.216416185,9.98,65.72447977,-2.040220829,3.0194488,152.4,141.88,3.831825746,2.40697383,8.70806059,554.7049466,2.575564229,0,3.256242144,0,0,1.656115561,0,3.590718394,1.784507591,2.555100502,1104.034394,20.55794749,14.18447527,7.810156593,24.46944642,5.595892806
0,-4.331357095,0.390689823,4.546596035,0,0.792491312,1.162521417,0.364363432,0.297469464,40,356,3.298916829,0.433589377,14.75,0.693147181,0.832909102,1.212983906,-0.510825584,1.526056283,-2.407945564,-5.298317367,-5.449140256,-3.675292141,0.43,40.6,16.46508389,-1.049822124,1.16938136,146.55,168.4,3.371256149,2.202252253,7.368297591,474.23802,3.426926179,0,3.987802638,0.080558836,2.484067372,0,1.76913407,0.6091818,2.213845252,3.123714617,1165.328918,20.98864965,14.54400667,8.094521465,20.93705169,7.153164235
1,-6.947265634,6.27542282,5.385768827,2.718157405,1.561372469,2.015409368,0.862561104,2.078171025,55,359,2.537783511,0.312972747,14.42829112,1.507714828,1.660285981,1.033828386,1.047029347,1.087578018,-2.34178403,-4.401471099,-4.366157616,-1.016461115,0.28,40.84,29.82,-1.427116356,1.40854497,148.97,181.35,2.974779367,1.81350923,6.954964197,428.8812072,1.996044597,0.329814256,4.011751455,0,3.524884698,1.608221631,1.119094242,0,2.564895988,3.368304006,1093.66568,19.57008979,13.09663765,6.620122812,22.69709435,3.366004325
0,-3.752434566,3.16897104,6.962283808,0,0.017699577,0.014771317,0.166825121,0.176603453,38,354,0.503513151,0,5.539581776,2.411674647,0.718744304,0.244197121,0.164765823,-0.89913131,-1.955505083,-1.820918454,-3.761536172,-1.2799363,0.24,17.79,31.96,-0.105360516,2.837322537,90.42,175.33,3.821905136,2.292301416,9.057580948,570.0759888,0.260531084,0,4.609209635,0,0.260531084,0,0,0,0.873966128,1.005885801,1187.780184,13.77959811,7.613558222,1.442173749,16.53675193,2.290271822
1,-7.384453266,3.864155416,3.223880546,0,2.271903358,3.527882852,2.436889568,6.571233274,36,356,0.142383356,0.060709256,14.57588863,1.851118831,1.702509569,0.944627084,1.294496979,-0.123549406,-1.462234147,-3.382395225,-0.269040909,1.368598189,0.12,14.47,71.43,-0.891598119,2.869601996,149.86,138.22,3.823751738,2.75391218,7.491636761,500.0646537,1.02910541,3.781406169,2.625085563,0,2.761284057,0.976322711,1.194576277,3.18789731,2.618331596,3.291584453,1191.472676,21.67511209,15.25907381,8.839966027,23.41123995,9.71292565
0,-9.115030192,1.546924007,4.197313089,0,0,0,0,1.2949584,52,404,4.910645485,0,14.47183037,1.009467001,1.486007981,1.026392398,0.342994472,1.172395777,-2.095855509,-4.486498656,-5.212323173,-2.48814392,0.28,28.35,35.3326087,-0.510825624,2.07819076,146.15,182.88,3.892968416,2.511782169,8.619382858,553.5889893,0,0,3.299052303,0,0,0,0,2.642158107,3.057086949,4.066523915,1018.649902,18.96022415,12.72958279,6.495944023,18.28965627,4.028661303
1,-5.606784629,3.17805383,4.71123816,0.13402428,0.17096292,0.190415875,0.056630407,0.442917909,42.9557189,358,1.929391844,0.052045969,14.22576714,2.109811189,2.441237504,-0.271109481,1.660851324,0.996465889,-1.690436477,-2.995732254,-3.922073341,0.31903539,0.310498387,33.44967193,22.87215669,-0.835906079,1.653968304,142.8753101,157.9435999,3.434174806,2.139665469,7.862119108,489.0049359,1.565008967,0.102164306,3.94370649,2.679045088,0.721601871,0.658676731,0.867278241,2.497407369,2.830379228,3.660231108,1116.473129,20.21218304,13.3806357,6.543482921,21.71728881,4.656113995
0,-4.206045805,1.650003874,4.916159846,1.400386735,0.913667206,2.04388224,0.222269807,3.025264711,34.86026201,327,2.392183027,0.179406103,14.62152672,1.261543748,1.515458805,1.002867982,0.555579059,1.41984976,-2.179093909,-4.133418086,-4.610383753,-1.031990666,0.28279476,33.36,26.00244541,-0.634878272,1.184789985,128.77,104.85,3.730003351,2.485040304,7.990975159,524.5670174,3.56947119,0,2.867551481,2.077802645,3.25388884,2.582265808,1.680234106,0,1.892565425,2.528740233,1133.727753,21.06524821,14.49373942,7.92216504,20.59731976,6.403234606
1,-9.115030192,7.629361142,1.178427688,0,2.283261366,2.924087796,0,3.852723801,53,351,1.751941014,0.256276294,11.74956181,0.621223753,2.368169246,0.723555733,0.071877287,0.239562776,-0.711133937,-0.80875083,-0.110707041,1.922319514,0.289854505,36.34968663,24.54300504,2.18494971,1.107481625,152.4,15.09869054,3.779024757,2.331601739,8.735685347,553.022883,0.513731303,3.191923807,0,0,1.484677598,0.578541799,1.779088597,1.779088597,1.552688623,2.235768447,1154.270872,21.18466627,14.99160965,8.793274663,24.56720558,6.071800555
0,-4.41118854,2.093467713,6.442353512,0.293585927,0.368527348,0.597154311,2.086342604,0.428533743,44.21597752,354,2.164143223,0.821887407,11.83590221,0.022253561,1.253641121,0.891972266,0.484742603,-0.506820336,-1.877199731,-1.042327426,-2.747513697,-2.75419881,0.310026094,18.26,32.45,-0.020202707,2.276241118,74.8,175.41,3.001776205,1.828304073,7.019270767,441.7917307,3.408012059,0,3.963207502,0,0.852217779,2.399354009,2.14324904,0,1.30926191,1.632343231,957.4360055,17.29671065,10.39499138,3.486903545,17.54134903,3.606201893
1,-5.307973841,3.032401658,4.818159315,2.845108778,2.430943459,3.330809603,0,2.981638277,48,416.5470136,2.041690846,0.395361011,11.95812139,1.460937464,1.527953676,1.685291977,0.620577633,-0.39665209,-2.143523113,-3.449668998,-4.188088809,-3.330533906,0.35,21.62,37.43703134,-0.891598119,1.771556762,97.24,166.95,3.907006331,2.523286212,8.641832996,556.057925,0,2.799392157,2.724705524,0.858721756,3.985440531,0.11178572,2.046604901,2.015573011,2.4874591,3.361358291,1059.649557,18.40766948,12.50320322,6.592080582,19.16571694,4.359919134
1,-4.795558592,2.167566881,5.258676387,2.591192663,2.830304251,3.149777128,3.586053447,4.410999172,47,420,4.427100562,1.180742085,4.605000019,2.990719713,0.779324908,-0.216912993,1.156881218,-0.235722307,-0.494296299,-0.385662471,-2.78062091,-9.625855816,0.32,19.46,27.8,-0.094310679,2.042518188,87.24,158.72,4.861772537,3.095318317,10.91277885,695.5030518,0.804047876,2.662587827,0.220671362,0,4.210938048,0,2.932674137,0,1.89394103,2.616870791,1044.346365,17.16643386,11.46069675,5.75137801,19.80975551,4.046216426
0,-9.115030192,8.658096048,4.749285228,1.13847892,0.602996084,1.552685096,0.209792218,2.16589535,39,327,1.430314498,0,14.33569145,1.740639461,2.214610735,0.447635985,1.379038835,0.939472328,-1.813955975,-3.121408927,-3.851069026,-0.118244274,0.301724138,26.41,28.07750663,0.19062036,1.232560261,152.4,57.45,3.733361554,2.489530342,7.991891532,525.8073986,0,0,3.994812397,1.706434636,2.694161089,0.844261805,0,0,1.627290266,2.184894991,1118.117703,21.12945664,14.42650687,7.716906898,24.93673076,6.153645703
0,-3.866380648,0.326421901,5.147684251,2.83788667,1.626845497,2.216547765,0.704062379,1.732534021,45,423,2.038215529,0.062814217,14.19999981,2.164471795,2.509599278,-0.713349867,1.740466141,0.993251791,-1.660731217,-4.176639805,-3.922073341,0.31903539,0.296171516,28.1623124,36.92906585,-1.16363689,1.816448762,143.9554518,169.5150383,3.556898961,2.157319159,8.336385835,500.1572353,1.060813059,0,3.723976055,0,3.953116938,1.81737713,0.887603423,0,2.439971061,3.071367999,1126.311062,19.58958015,13.39749504,7.197820646,18.33762689,4.513882013
0,-3.973519757,0.873383231,4.989498467,1.013194538,0.503783341,1.430618986,0.558780017,0.021194821,41,356,1.70973897,0.011628038,13.7836132,-0.693419194,1.734480605,1.193129434,0.683219067,0.12683176,-1.980008925,-2.494775172,-4.462629499,-4.44415739,0.43,40.6,14.23,-1.049822124,1.16938136,146.55,168.4,3.160840034,1.897201538,7.471295357,461.4151917,1.506024817,0,3.763645105,0,2.337636081,2.081632123,0,2.494123305,1.773225159,2.413874463,1089.007311,20.23181243,13.94769898,7.657908021,20.55746525,5.608517697
1,-5.432875572,0.979828753,2.935342411,0,1.707284234,1.76411291,0,2.960580246,53,377,2.240711548,0.490345991,11.98189147,0.211763877,2.632528111,0.715279592,0.102466458,0.157144206,-2.014896573,-3.295595678,-0.425989872,1.848323881,0.2,16.12,55.28,-0.733969175,2.574137784,152.4,158.95,3.846125494,2.365254959,8.917619824,566.7023374,2.149644109,2.777812485,3.015214051,0,0.493761462,2.556565115,2.212711028,2.168072715,2.750803697,3.196136861,1144.201588,20.48246056,14.71411532,8.940766554,20.09378913,7.881562356
0,-4.507280608,0.897719346,4.623829772,0.390041668,1.313492815,1.903628277,0.967548247,3.370254931,44,355,2.385690783,0.240522956,14.74709302,0.694599614,0.840714757,1.21158798,-0.501950359,1.522764724,-2.40407709,-5.28675665,-5.442536759,-1.518936773,0.277584973,38.9988551,29.66821109,-1.142953064,1.483744874,148.0405546,169.857263,3.508768703,2.192993084,8.006706781,503.9914437,2.63688272,0.213918062,3.974737413,0.213918062,3.332651637,1.403878856,1.077723801,0.65454643,3.253255918,4.257153748,1098.689836,20.44394097,13.81697493,7.184688946,20.53432155,5.076980733
0,-4.621738689,0.251536626,4.525908221,0.680075099,1.129864832,1.211090272,0.503657134,1.278583498,41,358,2.327256948,0.023001816,14.52754116,1.821602685,2.182462308,0.434642572,1.485376915,0.890643436,-1.970027695,-3.542392316,-4.01660599,-2.524229806,0.28,33.89,41.88,-0.820980552,1.906575144,146.05,172.82,3.517444855,2.205444286,8.006714066,503.0955555,1.823711069,0,4.284093972,0,2.645837017,1.265055686,0.652280091,0.900583603,2.793317773,3.240265566,1146.554067,20.22135572,13.52996574,6.835988082,20.02085171,6.54256154
0,-3.430787379,0.1806535,5.085574416,2.550431192,0.574345296,0,0.133276777,0,42.24949084,327,3.793281333,2.189386745,14.42494489,1.64793632,2.151433985,0.55774025,1.311821232,0.924637738,-1.850764878,-3.155943374,-3.842852603,-0.357542727,0.28,39.57,29.04038697,-0.84397007,1.294727168,147.7,166.57,3.66723027,2.444956091,7.852897165,516.3506917,2.677163974,0,3.374433719,1.374514455,2.423486141,2.069977345,3.66575257,0,3.483395183,4.184239668,1114.992894,21.07420453,14.48033099,7.884469282,20.29611838,6.544344097
1,-5.419805006,8.027093951,3.495527101,1.468312573,1.213439422,1.889637045,1.484754517,1.232317136,44,355,4.412596059,0.268868673,12.97584191,0.511300459,2.162181105,1.265302697,-0.382837327,0.963449173,-2.202093207,-3.027791214,-1.273115591,0.895759894,0.27,26.70246787,49.78822622,-1.099821246,2.37293574,148.0904884,158.8583033,3.598241329,2.303351879,8.028328896,512.8746338,3.53860941,3.225435242,3.284923489,0,2.005086357,1.198042659,1.407280823,1.631807935,4.842395729,5.647558272,1169.634988,21.021556,14.51042668,7.991420618,24.41085279,5.930394845
1,-4.688389852,0.669366652,3.508589713,0,2.509238893,3.239757073,0,4.174106829,52,377,1.669911671,0.327960674,11.32475684,1.891983529,1.396812905,0.774642999,0.79336463,0.184886365,-1.608597106,-3.162454755,-0.556601656,1.720256154,0.2,16.12,55.28,-0.733969175,2.574137784,152.4,158.95,3.858666689,2.389363083,8.88915906,567.7948113,3.371673604,3.051982881,2.662421582,0.916719518,2.619100499,2.537750445,1.7682545,1.631214791,1.966675813,2.408231234,1116.644253,20.56591442,14.62139161,8.674056602,20.15288199,8.401861618
1,-9.115030192,6.517559007,5.323188418,0,0.42199441,1.423108334,0.161268148,3.737703622,50,424,3.772242804,0.246208825,9.353560448,0.185095223,1.103599865,0.681412117,0.348306919,-0.423120088,-2.014905536,-3.043515944,-3.375529576,-1.849746678,0.29,32.67,25.72095833,-0.562118918,1.60341984,138.6,136.16,3.543540239,2.399412632,7.463749886,499.6072388,1.365240952,0,2.397895273,2.871679625,2.662587827,0,1.558144618,1.642227735,3.25181117,4.074957947,1145.112475,20.79028308,14.34351529,7.888465355,23.63062621,6.01645923
0,-3.946791485,0.725614371,5.610666406,3.931825633,2.355568135,2.861360192,1.497519996,2.094767323,55,359,2.129572265,1.943807099,14.75705887,0.90730934,1.048949403,1.155818685,-0.02260654,1.478390806,-2.369479293,-5.013580778,-5.147870968,-3.19430661,0.28,40.84,29.82,-1.427116356,1.40854497,148.97,181.35,3.045401096,1.862910509,7.098308563,440.7984009,0,0,0,0,4.474659437,0,2.655724382,0,2.782503742,3.569829872,1124.678223,19.38622284,13.34558201,7.304445267,16.33589906,3.95033963
1,-4.056134167,0.923861997,5.459313248,0,0,0,0,0.04989167,51,424,3.874947046,1.001894034,14.72939298,0.825979921,1.776220374,0.950870203,0.952767193,0.57904883,-1.847098871,-2.545741574,-3.411587684,-1.385183938,0.300160116,34.39116448,24.03161572,-0.822801714,1.668261444,152.0986172,151.3618777,3.327394485,2.18103679,7.254414399,475.0415344,1.400386735,0.458842595,4.466209233,0.458842595,0,0.702564128,2.27558633,0,4.287585078,4.948863956,1135.343055,20.5423094,13.83703295,7.129952831,19.22187958,4.958233673
1,-8.440000696,4.223470431,2.73406598,0,1.558144618,2.724579503,1.704748092,6.051385221,34.69897959,356,0.102135637,0,14.57588863,1.851118831,1.702509569,0.944627084,1.294496979,-0.123549406,-1.462234147,-3.382395225,-0.269040909,1.368598189,0.25,27.8,39.88,-0.274436846,2.868466923,152.4,22.09,3.895739406,2.858053857,7.455105095,498.9255474,0,3.258096538,2.21520259,0,0,0.412244795,0,4.209554373,2.242661607,2.836032154,1188.435004,21.7280497,15.35150398,8.973453361,25.36750758,9.64194215
0,-4.308050786,1.019208266,5.45499252,0.986296735,1.496740607,1.913757133,0.325869019,1.760150261,51.13304094,505,4.675896924,1.245215763,22.49630794,2.167146667,1.137896261,0.198376795,0.279186661,1.335106706,-2.781281338,-4.4278502,-5.449140256,-3.675292141,0.299334795,33.36,25.64,-0.634878272,1.184789985,128.77,104.85,3.229246987,1.957856543,7.581709823,463.8095999,2.143500233,0,3.451749661,0,3.68792871,2.072472872,2.833729207,0,2.181758693,2.828466045,1121.238366,20.21487923,13.47108674,6.72004466,19.21324113,4.008793061
0,-4.231120756,0.077886539,4.823439601,0.477821383,0.963645704,1.4451458,0.340257087,1.829739706,46,423,5.598625016,1.839601178,14.18318576,0.571168377,1.714378833,0.870725264,0.61580518,0.912256227,-2.038750141,-3.269704464,-3.378269848,1.290575414,0.41,29.94,15.57,-0.891598119,1.566530411,107.44,181.58,3.435492069,2.089435429,8.033075769,483.8536815,2.625585528,0,3.26640605,0,3.057083293,2.059267482,3.544997884,0,2.710485334,3.43069706,1105.70276,19.99694187,13.27463335,6.548074134,20.40644426,5.144803581
1,-3.781628277,0.489806257,5.474510073,3.34757254,2.37456269,3.257131698,2.188170272,4.808251744,59.87315634,434.294002,3.657927712,0.963909634,12.50855437,-0.064510232,1.577672951,0.85669556,0.731664052,0.068486297,-2.058940296,-3.147493138,-4.375753075,-1.831298818,0.35,21.62,37.69,-0.891598119,1.771556762,97.24,166.95,4.258190354,2.794866999,9.266257278,600.7555724,0,3.578178582,2.712106206,0,3.281458157,1.167015016,3.172260286,0.366362382,3.709197157,4.73834691,1107.646797,17.35813599,12.1112019,6.857370409,18.43404033,4.496998297
1,-5.858077665,6.312585627,5.621267442,0.856657873,1.950876362,2.838665115,4.925730295,3.935446199,39.35333979,354,3.61866732,0.890600526,10.04980999,1.601020572,2.223782877,0.622485861,0.366898501,-0.114359236,-1.681236978,-1.189576967,-1.753991114,4.22942336,0.334869313,23.3354211,23.77280252,-0.58443604,1.779790743,160.9853243,86.85742498,3.069378935,1.868297037,7.179966128,458.3408427,1.311180596,0.047267778,3.626803211,0,3.936559773,0.573486779,2.354734749,0,3.510562541,4.295560638,862.3195049,18.87163849,11.81402252,4.751897014,22.19704655,3.27876023
0,-4.227679403,0.616266136,4.30546254,0.239038162,2.5892991,3.292698299,0.615015337,2.891357386,43.86228623,358,3.721004115,0.363492336,14.07624019,0.676259197,1.713530839,1.108655302,-0.0022979,1.082894859,-2.123933629,-4.02758645,-2.104280752,2.513840308,0.205922592,28.33,41.04791179,-0.030459207,1.223775432,152.14,73.15,3.719742842,2.328260545,8.480292348,534.9328802,2.208363429,2.722703787,3.524691318,0,3.351403113,1.423184243,2.293634262,0,2.666390257,3.54232142,1104.970568,20.41558536,13.89291471,7.36329367,20.92014312,5.707984891
1,-5.811405548,3.871909093,5.153317555,2.738166748,2.4682215,2.780185732,3.209357327,3.466696404,44.58161596,420,1.145819177,0.504722642,7.088703346,1.818994462,1.268453698,0.325343096,0.561259636,-1.008873123,-1.621092317,-0.125040054,-1.975823733,-2.667800201,0.326104024,25.14164213,22.56040563,-0.25263452,1.961294265,98.6854825,159.5989794,4.088208712,2.557433447,9.328595102,591.5005982,1.040934199,2.356301031,3.663007908,0,3.81673049,0,1.835234141,0.650203484,2.037965019,2.724552808,1022.420068,17.83586943,11.66189775,5.484077686,20.4040206,2.57699426
0,-3.582073783,0.970400058,5.884630889,3.31535718,2.035023479,2.231683945,4.179096788,2.344578087,40,354,0.473160152,0.051629339,9.448199821,1.353355777,1.127915775,0.645855539,0.573363606,-0.440101243,-1.649279435,-1.073689577,-2.777571902,-2.718218483,0.31,18.15427442,32.87236457,-0.030088322,2.29594228,76.44918149,174.3142151,3.202348039,1.934496868,7.539070509,481.5054499,1.294526733,0,3.653350613,0,4.03312376,1.272617652,1.007891535,0,2.032276684,2.763934569,885.8376114,18.41484519,11.54210677,4.663820509,18.13527504,4.241824135
1,-5.148691193,2.091987511,4.79155098,1.975140836,1.155248639,1.726594439,1.981358166,1.480041757,49.95005351,380,1.918661451,0.16201934,14.43124148,1.390955835,1.918654771,0.782846066,1.096917851,1.005287048,-2.043025736,-3.583985959,-4.003291668,-1.816661401,0.291944345,35.85377809,24.78358901,-1.025732582,1.455862522,118.8624153,177.2436996,3.297512111,2.019487302,7.663767954,475.0603751,2.561210111,0.068921517,3.853648348,1.960180202,3.338795554,1.716772931,1.231385277,0.25107656,2.164554016,2.88713627,1123.974308,20.43982053,13.67157966,6.899018721,21.41544097,5.055299249
1,-4.145816188,0.691145178,4.658702185,0.33941869,1.154214502,1.793628698,1.947832734,3.503507714,42.58284688,355,2.572006945,0.210217986,14.94166756,0.875468777,1.042041951,1.33894068,-0.097061681,1.276758485,-2.002480464,-3.989984547,-4.909659377,-7.363461604,0.28,33.89,41.88,-0.820980552,1.906575144,146.05,172.82,3.34928507,2.069087069,7.720786041,483.0930541,2.314059202,0,3.606393073,2.113161592,3.113904397,1.282155471,1.399564698,1.282155471,1.754552109,2.449813483,1149.565422,20.42707721,14.01502333,7.59412543,20.26245593,4.472148889
1,-4.637425851,1.260731138,3.882093086,0.042971166,1.021194502,1.515790455,0,2.302857799,39,377,2.25473635,0.232974324,11.65801139,1.047241809,1.950520127,0.766615455,0.199348509,0.431193369,-2.000044012,-3.294103323,-0.460430705,2.086624506,0.210305159,13.99020856,59.11965752,-1.041545355,2.751937876,152.4,153.0289023,3.659158358,2.313597666,8.264135818,526.0250587,2.785878181,1.215215623,3.962974859,0,1.451878576,2.037835989,1.785335661,2.28049885,2.326745121,3.168966946,1066.397369,19.91991958,13.69622366,7.46821177,20.48678835,5.432333534
0,-3.313597578,1.146131805,6.279569102,1.659470481,0.592630508,0.806506269,0.280276741,1.719267305,51.82383655,359,3.493264231,1.012364215,2.605081136,3.439346372,0.336464119,-0.427791895,2.18769405,-1.200092751,-2.312298526,-1.941758329,-2.766485449,-3.082596963,0.349875142,59.23,11.46237003,-1.049822124,0.231111721,91.01,182.88,2.262324471,1.381396192,5.279768073,341.68719,0.758501203,0.176439745,4.435225745,0,1.824329576,0.578410012,2.32292173,0,2.5000438,3.281366999,976.7445729,18.4391441,12.42647254,6.410285919,17.70148543,4.56318097
0,-4.291305149,0.811374562,5.396475988,0,0.177808949,1.156719919,0.177808949,3.765165491,52,424,1.706984315,0.344096162,13.10153824,0.485106091,1.584117108,0.94614637,0.603389873,0.626484187,-2.032864629,-3.258553865,-3.630501797,-1.944353937,0.258841575,31.28453297,37.99614469,-1.033833411,1.348030333,151.0298993,172.5555311,3.71374853,2.566058933,7.648244694,519.2705645,2.936891774,0,4.203023741,1.559108102,1.587589237,0.625918842,1.945648472,0,2.434925244,3.138461867,1143.272881,20.783073,14.26508927,7.745896738,19.42351247,5.333573588
0,-3.699995004,-0.113168698,5.472982713,0,0,0,0,1.037744795,44,423,1.692009475,0.03245721,14.63912712,1.376223192,1.662074357,0.887140062,0.830380879,1.120577736,-2.120263561,-4.265903643,-4.571996372,0.653202018,0.32,36.47610309,26.86327835,-1.001242377,1.791879737,152.0049072,182.1444948,3.363411343,2.090631403,7.71634401,473.2523754,1.833817813,0,4.437219104,0,0,2.336704261,1.049306528,0,2.474566458,3.316654958,1110.608016,19.31944622,13.17942968,7.033483354,18.42569015,3.515827115
